PCA1,PCA2,PCA3,PCA4,PCA5
-4.334161298499972,-2.697303017035274,1.4106899488873432,0.808323022541426,-1.8353963426917375
-4.363237389454512,-2.5487622119937203,1.3841474235398668,0.7353951495073333,-1.5977600917701862
-4.396987006259797,-2.64156174626901,1.3033885680290362,0.6734787378761431,-1.606208185068963
-4.235909882079708,-2.792875276449138,1.5416492392307117,0.3596326198712436,-1.7108547089324964
-4.217553890110864,-2.8324206230258944,1.595458549185648,0.4370978621591877,-1.8052638568493422
-4.297275487866003,-2.6777818174270274,1.6592856397866633,0.5071189677810138,-1.602343842025656
-4.341349973523619,-2.5656585843524224,1.669887493400993,0.5861703480094663,-1.5543004598638122
-4.250818364538714,-2.623325917327457,1.7091571986453251,0.4959859905394031,-1.633190540598376
-4.199347467339982,-2.7765853669869025,1.852381660332789,0.39603142280581916,-1.7049724203404943
-4.179024392745292,-2.798838922335242,1.8841516422361393,0.41228352848125954,-1.7558022749403799
-4.288725264792515,-2.632085390727511,1.7837052768467108,0.5712177501507683,-1.5609351792702695
-4.269792791267887,-2.6208050025086873,1.781559002308044,0.5575723660205575,-1.5444830201317232
-4.32638005153657,-2.542428735383896,1.8571687501998366,0.5289702197514128,-1.413440536015981
-4.287173427084626,-2.5213344274962814,1.8325600526999577,0.3880922996236243,-1.3516568196613958
-4.296062239553177,-2.626880461080623,1.6930509430983978,0.5707588625113007,-1.4661778082818115
-4.259310362996073,-2.640916254634851,1.7251646709981405,0.46832657060006067,-1.3538884263907354
-4.214358585382716,-2.7403699867106783,1.7590813214233894,0.44830591785350976,-1.5184199565598129
-4.227287975199322,-2.8643631335794426,1.871289259084023,0.4845932606939557,-1.603042474562991
-4.42835057165085,-3.0385666074281956,1.6612575396714362,0.8293708583814604,-1.6805976188797824
-4.529448957006212,-2.990565012823865,1.618006190313354,0.858341897304516,-1.6128284419875372
-4.461568583614454,-3.1654458734020245,1.7304146685279302,0.7820541718509082,-1.7431176396890171
-4.479590970774141,-3.1943048083201906,1.8604794919231278,0.803327447783365,-1.8828518649084898
-4.392094058127647,-3.319391333035716,1.9624355283472863,0.7827218524013912,-2.058306248398803
-4.376067575296588,-3.3401226528984944,2.0227374836900838,0.7466016167088217,-2.003552577641723
-4.4327009677772224,-3.2949948225299313,1.891783953541972,0.8169913137421414,-1.8393608549146971
-4.3347553111611,-3.4279039225452412,2.1258005943448226,0.6383160416210688,-1.904452205550359
-4.409027566711239,-3.242238341005682,2.108038765530127,0.7736746983469983,-1.8411352392343436
-4.53420897354912,-3.229787355509655,2.004074218798697,0.9537354587822006,-1.899082539854132
-4.545974707211767,-3.2475607871538905,1.8899323203154867,1.016215638476373,-1.9965318747808245
-4.611019065424305,-3.355780557409297,1.8121199324079171,1.0304701078445708,-2.0511252255092827
-4.567754650476217,-3.3321885478966435,1.7993045139173762,0.8826418581779336,-1.9562092408952223
-4.598988017548028,-3.3245265280998266,1.7944767640372454,0.9782889043960885,-2.0678774935511504
-4.578926627391107,-3.3827500232537435,1.9384936261770849,0.9658599368878431,-2.0484669384844376
-4.624978713259358,-3.4455592601446754,1.7240381109493068,1.1439845099820967,-2.165881568380046
-4.636938424992492,-3.443113894889372,1.6568686870780787,1.1273001634654547,-2.11879700254895
-4.649256120207504,-3.452321601437965,1.5494815386171201,1.1182237197543652,-2.268057175757526
-4.598744349871877,-3.5219468156419933,1.6787201306489468,1.018093575169208,-2.285131394888313
-4.6854140889842135,-3.532609781002657,1.590335862059019,1.1356937487341203,-2.383492460529918
-4.7917364677354595,-3.56672489196854,1.5243079395916521,1.2686058229418884,-2.58310798384304
-4.765097387789108,-3.5029498436208217,1.5682517448035176,1.168104210583173,-2.367648130061137
-4.687902653681737,-3.655055982475412,1.7027851068719404,1.10655214054143,-2.4372480527666474
-4.529282232306474,-3.6313733298196946,1.7840373108674699,0.9438634573932706,-2.5877011048018637
-4.553637419388038,-3.7126131435438263,1.8678889884902037,1.0219781724943702,-2.7032287753229887
-4.4622365327164735,-3.758750550994504,2.0038983693246033,0.8625990883997051,-2.7005481475026323
-4.499472633979568,-3.76254528319716,1.9449589722275196,1.0710627425292394,-2.7217941692786365
-4.599982863006113,-3.629335325483536,1.7800941272119348,1.2942812110487856,-2.773831938170811
-4.587457766871581,-3.671406596517246,1.7090209628029198,1.2028813223597132,-2.706953882841066
-4.481655980610198,-3.664189036827257,1.7500890064934471,1.1132626002438066,-2.775447144017646
-4.575794687021403,-3.651289504909906,1.838648054511935,1.1388936885899341,-2.865154131588962
-4.626556294947282,-3.4908369625530358,1.6486777102824448,1.205179157229406,-2.739930975958992
-4.697248178290784,-3.515832229919702,1.565596219326366,1.3232922006848746,-2.8754178046297434
-4.658327309369374,-3.5332073623011158,1.5561213384977823,1.1560220231979634,-2.770527050519253
-4.5211048652393,-3.6410732587246573,1.674727031265446,1.0957613757741957,-2.8670377327882988
-4.450551718883692,-3.8047686317233826,1.6410890788155588,1.18877511839709,-2.9303313764329495
-4.49413685221595,-3.8766937093027276,1.6517696259368808,1.196510773614899,-3.043267183490577
-4.501257929413738,-3.983749948936123,1.6610417236703146,1.1439780473772159,-3.1498137579052266
-4.532447326941745,-3.975740932901302,1.6616505197053444,1.2011834192024804,-3.169360302376748
-4.492432689390351,-3.9760896989792696,1.6484086985263793,1.2193784281303965,-3.102705369716638
-4.466663535766948,-3.9272043916152763,1.8377471893551909,1.310262529252538,-3.0830989523552983
-4.553306948166888,-3.93488911545015,1.8089514920275138,1.4564642684203113,-3.088393347077794
-4.619334249781275,-3.8857144252979565,1.8217065115944684,1.4934687767638217,-3.1601216156728613
-4.667321245218125,-3.946153683275415,1.7497300024802847,1.4844887099670971,-3.202342098824071
-4.7108828792759665,-3.759939033186299,1.547064370468471,1.5434780385888744,-3.120706932660461
-4.595431187273383,-3.8465593226144965,1.5146524946358382,1.4436887561048255,-3.3081367810808158
-4.625152725070186,-3.8585665528805735,1.4450613915544857,1.3973916352925784,-3.195454681856717
-4.660141871749967,-3.8676050021611483,1.2533277335815276,1.5797347381330142,-3.2343531812560125
-4.730156677834012,-3.7892476223791896,1.032819584196635,1.7468529644336892,-3.264033384959326
-4.6661426287660035,-3.9098472042852346,1.236212831273259,1.6082496565857445,-3.246503414581431
-4.564441364254247,-4.128531479509464,1.332206266649342,1.4353244547772814,-3.452982969782344
-4.724013648545371,-4.167887392728097,1.2523044958070633,1.626235837647033,-3.561109474266321
-4.774090288302156,-4.028275267258464,1.1836814277237209,1.6315086143341209,-3.307980936086082
-4.864806785349281,-3.9579756071159915,1.1395619036259774,1.7515422481784555,-3.3298169042906256
-4.877469398900364,-3.9587747231570933,1.1205134006755144,1.7431510491801103,-3.3643761856630867
-5.111264027362582,-3.770135839410831,0.8362607630025684,2.0268557130996254,-3.3640968877074746
-5.024207362574694,-3.62944459050639,0.8970902973452807,1.5851107650357092,-2.9435010021969017
-4.8646704179933025,-3.6587140820525166,1.1236872971201486,1.3416539060326873,-2.8608567342445745
-4.794269017344317,-3.7575237188387898,1.1494824479262002,1.382800487339502,-3.028106086379113
-4.794059028123451,-3.8353676034464077,1.238727495768182,1.3177050366986913,-3.0483020073389655
-4.823033834930756,-3.8092291238678166,1.2224738903884083,1.312617393936261,-3.0806911926187084
-4.8457473535879805,-3.752251799605135,1.2477012572723938,1.370376601777233,-2.9498451399696695
-4.800595709348303,-3.828575744009692,1.3713805140576099,1.2606667820650839,-2.9074870929538537
-4.859517216740731,-3.8724343148783196,1.3076224047969678,1.3786107820354339,-2.9567183414186897
-4.914097772324663,-3.8462676500063333,1.3529957847459873,1.3462458099613004,-2.789369481617026
-4.860942378116423,-3.988869831427269,1.482977531025259,1.3842496633551904,-2.902809753547361
-4.770881501257901,-3.9262212378218866,1.61432083454801,1.3803797045698714,-2.7289003344319807
-4.870563886600882,-3.892256626221082,1.5814625201485102,1.6262873510479112,-2.826868386791699
-5.0863096529126,-3.7855942851352764,1.4267824337769803,1.8450364855702757,-2.6598249294949916
-5.130530474508984,-3.7692834762969745,1.3870821599694314,1.8935582991924567,-2.71457144546535
-5.060986222910647,-3.7940224578094335,1.5691427770474093,1.7020418667612591,-2.7177007989817894
-5.133666626833403,-3.7104440474823037,1.5451603509568135,1.7444494804447954,-2.5459123477364676
-5.130004710502452,-3.6669729123883243,1.4269337237696063,1.7249611972100873,-2.5238877618536857
-5.228423771110592,-3.7146834044619563,1.1685262658961904,1.9001694461844112,-2.648991288130652
-5.11118154187968,-3.7952764927184495,1.2439599305419562,1.7467315151336558,-2.808314248917411
-5.102257263368412,-3.742325222803876,1.4396441076425934,1.6421886166180824,-2.811650206114213
-5.095509680027449,-3.8767110805820746,1.4113962745678086,1.6114163470711214,-2.826828728676058
-5.01605910839966,-4.060062643723868,1.5168382310270199,1.5969621808666803,-3.0263101464783357
-5.159034166564681,-3.9439790363056124,1.5279831701700954,1.5959644524396532,-2.790282818220215
-5.169404116963136,-3.8291931596620574,1.5389640648414562,1.5866210711206463,-2.7549647703736224
-5.217028447983559,-3.6829497909076845,1.3141104255082048,1.6726807041339664,-2.7397011835407863
-5.182167096935072,-3.64750616303992,1.1792374518041486,1.6560114213698822,-2.724532261069144
-5.214816636072608,-3.666495563729878,1.1802023262021617,1.6744100579018901,-2.857918626052365
-5.1890348989019826,-3.656425769194633,1.2924148840964007,1.5409956086087835,-2.6620428067844597
-5.154002408971161,-3.7415114714875686,1.3611469785079389,1.5620382733062645,-2.7814332283103806
-5.120387246445249,-3.6890817894599706,1.3602529933554859,1.530838712757973,-2.805566842433578
-5.121918191900671,-3.744919616654529,1.4011563965100369,1.5601402836869667,-2.8692219254693594
-5.109156291904336,-3.7566477802917175,1.536507249080782,1.5608491578875199,-2.918938094223982
-5.146494942401772,-3.834049921606407,1.489771504744737,1.5672620879630303,-2.994508848159356
-4.978993796495813,-3.980909610918616,1.5439933805088013,1.471342276575573,-3.071098002796893
-4.827371525806113,-3.903756978981051,1.7230751996021185,1.4017804854697289,-3.081830492790401
-4.827649022979802,-3.888746386997934,1.7247198840455034,1.4080088143280558,-2.963482346204478
-4.835659217690027,-3.803002636991769,1.7076121164100537,1.355718171773344,-2.9652359749594996
-4.78178005059292,-3.783730560865055,1.6787528267119534,1.2688614197638897,-2.951256062220564
-4.854687741247165,-3.8545834596324817,1.6719326295203343,1.3738498744658951,-2.9853759844947065
-4.8564440797155575,-3.869986728729909,1.6889340494487028,1.326525580714965,-2.9617244283525817
-4.824563989578392,-3.8764245253140612,1.6701418061128541,1.282264050494551,-2.9882912753633297
-4.7753673408892725,-3.762229441132544,1.714039751918576,1.2299001298661403,-2.868464118167205
-4.740259073395683,-3.8247425832244235,1.6882439135977463,1.2266629674980563,-3.0320316910593497
-4.714779810515006,-3.8183445517522996,1.7240371961242966,1.1327667288184753,-2.976914190247262
-4.6458887137017495,-3.782003633302489,1.5955914115737386,1.0874343215386109,-3.0098824277423755
-4.694762447316791,-3.815755136512921,1.486416175205089,1.1425216429633425,-3.1166877150630663
-4.727768794549395,-3.816440735972681,1.5570495794355588,1.2119405580715614,-3.1209783267767803
-4.8287808338154266,-3.779436478887667,1.5881375417372599,1.2468329422028246,-2.95557798706422
-4.921179104541323,-3.7312850984719854,1.5355653008623016,1.3556925714487804,-2.9628183809816213
-4.939994627821941,-3.688356918133254,1.5216793664844235,1.3468180141361032,-2.8667726473734993
-4.9622383425232295,-3.7361723865734415,1.4904619698053372,1.4109311480918951,-2.9624166072855496
-4.893256469278371,-3.7112771478346436,1.5517647207409726,1.3299071322871687,-2.926612647146371
-4.914200119300918,-3.7179195251307,1.5696420741021209,1.2143082510449206,-2.9624122828641672
-4.871921967055754,-3.6835940583114284,1.5024525463325236,1.0878728081631426,-2.8819486422264
-4.8977665062937445,-3.704836060669343,1.5810428778753212,1.1220962145919826,-2.8849323805778875
-4.901500270982615,-3.7091419490632505,1.5942779268280611,1.187551941861063,-2.993168535581694
-4.916346086617277,-3.701144350832544,1.5668111690622137,1.1810155937215912,-2.9503509574278524
-4.840260506140025,-3.769665734403074,1.431982420603948,1.131312063392102,-2.892581848537298
-4.857100882430365,-3.742201751256816,1.4699191088115917,1.0879451308584036,-2.7864420698271926
-4.82914009168665,-3.7759971719139602,1.6287358322475713,1.0126206739013335,-2.831132857114375
-4.816478671318085,-3.750103274782349,1.6284404995635582,1.0690439330496173,-2.8258739247733424
-4.835649001794116,-3.7128541186126944,1.6202725467958234,1.1062685755619746,-2.795167148615209
-4.8564498795094835,-3.8004430180760185,1.6987645213482114,1.1020716580749619,-2.7841381989516125
-4.778610310461187,-3.840246662826734,1.6113670384633092,1.1932781269284767,-2.8954614692537737
-4.847106546681876,-3.879954682588924,1.6920455612811631,1.127456685684331,-2.8448287440127515
-4.735965016560779,-3.868963707614467,1.7383054035945327,1.1434596934228785,-2.8165500138689405
-4.743737757982266,-3.7863258704403866,1.7247748444663187,1.2564880173150257,-2.8305043940859305
-4.794417063862678,-3.814631267883521,1.6935975210118104,1.221187489063602,-2.859270051005694
-4.764728496523325,-3.8731569763676257,1.6136204443291995,1.1116043252061825,-2.9969531829475247
-4.8414691388333155,-3.843732047167564,1.5560186242996903,1.079379579759039,-2.928037259489091
-4.819948565856466,-3.885367973093981,1.5363818050633191,0.962907986356384,-2.8223196652011198
-4.880654594257919,-3.842981097815766,1.5315671745121908,0.9727972702461792,-2.8488132686130623
-4.796995766915681,-3.829560676561184,1.5304271618654057,0.916483072952871,-2.8009178878240393
-4.823447425548631,-3.8552212376082697,1.4528266083471462,0.8607495434096363,-2.7548597244162956
-4.924429299296784,-3.823737028913537,1.3999487799819204,0.9696825069038789,-2.7250841448070453
-4.9272157521754805,-3.882163803789114,1.3929726160103393,0.9903260425066068,-2.769278133523954
-4.9116893287438375,-3.9574309939270087,1.3865238387346899,1.0014249025801785,-2.7870157214271174
-4.94883979720094,-3.878709929581065,1.423295510752055,1.034316672741913,-2.811460328663471
-4.941494098755727,-3.894368018119261,1.3438264178344561,0.98126535846731,-2.7701810688113575
-4.940287489802286,-3.908932819435668,1.3704466780906845,0.936633124111985,-2.8886482515436254
-4.9608558980133015,-3.907528620461502,1.4639161767276063,0.9740253061893477,-2.822098281702848
-4.9174848501299335,-3.9668827328274645,1.4284099459815194,0.9187612886632304,-2.858935143778357
-4.895717811224465,-3.9961997373927343,1.449464543514245,0.9360278373470582,-2.9208282921857363
-4.971039662288993,-4.156406072040603,1.325952095847516,1.08364626770191,-3.2630576740773742
-5.024514357778756,-4.2264112545389505,1.3525578887537952,1.1088212291080504,-3.3196104948211858
-4.945748361050283,-4.29752237374421,1.36733644193524,1.040067969446851,-3.365829907004166
-4.938244126965,-4.258062381761291,1.3798273112383819,1.0305419114151104,-3.352277231955212
-4.895408685718664,-4.209350513094619,1.4753324953914244,1.0082913437743886,-3.3331031786895657
-4.8988289413843065,-4.228725935978872,1.4220272059490957,1.0218557787782627,-3.3983169865723006
-4.910617194686954,-4.280941883605249,1.3984720721464077,1.0166719330155802,-3.416548214082107
-4.9765342264124,-4.267702353760362,1.415350092421757,1.0977570759723998,-3.3351147977244935
-5.002020160857276,-4.314708040827021,1.3576254204782485,1.1277351198420311,-3.436299815495084
-4.937486816608262,-4.301536285726612,1.3229528558939623,1.073716037993767,-3.3869472783727113
-4.926884255790271,-4.279679991119875,1.3156986386151444,1.0838670337418734,-3.3550331037614374
-4.876808999833277,-4.289612695093217,1.3856000571716074,1.067276869037693,-3.3080408293652774
-4.914397677728029,-4.247641685635543,1.4363158407579533,1.1087784522631332,-3.268696494677986
-4.931290598036935,-4.265814217264466,1.431732329504673,1.1350659321436545,-3.292923307667919
-4.944959308150729,-4.228214885633492,1.432853646991348,1.175743161769976,-3.306075682275517
-4.857523231264636,-4.314790293580394,1.4207225574706637,1.121824802891774,-3.3569873555381924
-4.771835396589683,-4.2790891440883865,1.4735527696263806,1.122202093715769,-3.419666169075484
