Dim1,Dim2,Dim3,Dim4,Dim5
0,0,0,0,0
-0.8238022391935437,-0.2632527794227173,-0.1331368198663816,-0.06796777026126057,0.2196346523996401
-0.7797003297421482,-0.35223879522242296,-0.08918205056801867,0.27403347317845606,0.09228313490583646
-0.6676344470717691,0.5467203061947147,0.24630262654063537,0.04194064790468662,-0.085582170428967555
-0.6277184143416745,0.5651426018882283,0.20639706517302842,-0.30296443157856995,0.3636657814147359
-0.5293604206655819,0.6138474605040997,0.15434748281527966,0.5483994180272191,-0.08063509758347155
-0.4174600639462115,0.5425333242251115,0.20471889573900856,0.6313656762226094,-0.2845715531911591
-0.35358274510072757,0.6019134470818037,0.05524554952322779,0.6938910302779656,0.04465184858446545
0.08641665301104737,0.7738523511727344,0.15491737852695966,0.4907125807434951,-0.10637434710655226
0.10865849299650451,0.7890132085082685,0.09659181324778206,0.1649522975959734,-0.3339731873061022
0.18883421659651634,0.7206097786168081,-0.22573133385632307,0.1732086857108447,-0.47642051826246995
0.22884552342746564,0.693058895355654,-0.2656047379547902,0.2245859491417588,0.4260104158632662
0.4570293359799765,0.6336488513599156,-0.26875438668188717,0.1459478425903879,0.330074713823966
0.4293897091830737,0.6433038784248719,-0.36929574092197565,-0.15829966858639394,-0.3773777886854274
0.5765517120963579,0.43720437598550754,-0.36891703679440435,-0.2343663668562242,0.3398612426131518
0.6552864802094773,-0.3488126721275444,0.24906338286662072,0.17797402249505329,0.2812241888669576
0.6984366170939815,-0.2333395394245507,-0.014392852934628468,0.1119166441449624,0.5637852124433678
0.734824001168185,-0.2804124441913183,0.2546632961867364,-0.0028167317635459915,0.5418049447822788
0.7979054085066126,-0.2188898880597811,0.4811441877421578,-0.09593289978009112,-0.17511754389892648
0.7611732018027396,0.36522564937887364,-0.40889169951580573,-0.04065070276333255,-0.3012587477339876
0.7228055065753736,-0.23181190713046143,-0.2769347201928254,-0.5253408994383277,0.1467602543677303
0.6457252031313846,-0.09738141488750403,-0.49198146326329684,-0.2970760640429993,0.4128300812110365
0.1749997334872034,-0.8862013572947163,0.04506482943692243,0.02073204672543235,-0.23613602421953667
-0.2128534718035483,-0.9196112661820555,0.027935517772186308,-0.2253186884686414,0.07623601603532991
-0.4070583100956124,-0.7564331796298135,0.07103781088582264,-0.3517582509639297,0.21938935525891515
-0.6125784494868787,-0.6177343137321772,-0.15877431339371306,0.2861053224851583,-0.11338801983468767
-0.696630543016278,-0.6038473123849558,0.02244916543586669,0.13532119871786488,0.14210501093852762
-0.8599243500777478,-0.39454298701117263,0.12478988885795489,-0.15378022350932535,0.03269444138582028
-0.9028334367945949,-0.243172816270883,-0.19279972342813373,-0.06857636147358812,-0.03983919136573661
-0.9468322342398782,-0.10145501361231632,-0.12309518541220013,-0.03676183245074344,-0.0975062613421453
-0.9539531453155393,0.007647262715282181,-0.14946320390120338,-0.019329990539749653,-9.469693138925343e-4
-0.9439810751476461,-0.010886726660985653,0.19400728797137687,0.03606768128402815,0.12104309977157937
-0.9460274619422568,0.031873052398540123,0.17385242277143434,0.04226716456946587,0.14273958940509537
-0.8975292495775911,0.08691123250899145,0.17053305634760246,-0.18990854079898362,0.21120906549911508
-0.8595429569477587,0.1670577326881373,0.07316719965865398,0.3665803794602096,0.18369031226127908
-0.8289348209273621,0.24422758759075688,-0.17285251164922585,0.23094761043016535,0.35198991009779595
-0.5969787556925825,0.5788071995302648,-0.2834180727427935,0.2879269778447356,-0.15943488145312407
0.38428683988424495,-0.646974174388363,-0.4697596062784806,0.2059649587566897,0.3066964140850625
0.5168417029705508,-0.49681793298006705,-0.547590180445464,0.10186264255088402,0.20851704397875462
0.6922874074008609,-0.0037947005643124677,-0.46759949884562,0.2344651286173042,-0.20874030954429443
0.6631812935537283,-0.32497122267494694,0.3610276318904014,0.21877675738587365,0.36817424318974895
0.6206453974356737,-0.29793979104458873,0.3028539299589022,0.46434235596984363,0.2130398452088598
0.4489640267183422,-0.6026850916557358,0.09055318651754131,0.5265840760608267,0.026419080690905324
-0.2764997866218755,-0.7716101775141814,0.003099906796524687,0.37464595973575304,-0.032788692762405786
-0.858728530076733,0.20163361580328723,0.3451274672811948,-0.11117035246756303,0.011743816118334164
-0.6090610390589055,-0.3664772586857748,0.575269459917376,-0.10136825535629965,0.29233553609159735
-0.2452420605646112,0.8286891759775046,0.2938499592741308,-0.006128300112719218,0.2614131847367018
0.16668008385823038,0.8927833288807233,0.1483126850457636,-0.005540840001605894,0.35131840393170305
0.5035918422412851,-0.7661161686904235,0.254312755678264,-0.17364266733185846,0.06464327148517435
0.6241915133560059,-0.6825360114407186,0.16279317658864514,0.2754581966746956,0.03642976339384121
0.8646434166859709,-0.19648914448938576,0.23100532853236994,-0.2545103449492937,0.28371038585487957
0.9057953747097749,0.09698371916024921,0.22862337283917297,-0.1817630646823278,0.23836886050420478
0.9239588429658053,0.11775053844518647,-0.17879948145632807,-0.0944125061099001,-0.27778754362664204
0.886647042002888,0.14100810126503044,0.18861713037951958,-0.18188351569766753,-0.048783265196010284
0.7677318900457292,-0.12810837039487152,0.5027588747244648,-0.03363292702470893,0.3112157323647136
0.5852178884455357,0.5320454809444494,0.4315028623772951,-0.0730740408323115,-0.15029391795131034
0.4626765049864113,0.7425401461727169,0.17707561258011564,-0.07308856396822123,0.13804788936024004
0.45128129939413225,0.7651762809505503,0.003606052334877591,-0.14992516683351859,-0.056580179013027525
-0.37957651894362476,-0.40102364529684503,0.6468495543236714,-0.031862921407872044,-0.247507979794123
-0.3167558768319268,0.13713962755260756,0.7949730596877592,-0.15603154533346494,-0.3486841671554304
-0.49404894155877055,0.6929618295627532,0.05423306480944501,0.08564459918716909,-0.22013685243686962
-0.5878795635511038,0.6319105452943756,0.08933823746299041,0.03886794551729425,0.15032742416035652
-0.6114248671311217,0.574738765370943,0.10437332831157185,0.0736074655513647,0.2757204192353999
-0.6953163338150637,0.3790380976003118,0.22450382754765238,-0.035979863418540946,0.3251801819572028
-0.8735231426821346,-0.12555060132413826,0.1755334365939322,-0.2554376488955616,-0.0778242148807245
-0.811863776282753,-0.061961193505629286,0.4447274349934815,-0.15528007696009236,-0.11221212903388712
-0.7011821313404726,0.4689123382970017,-0.322734560197567,-0.14770618936959753,0.048817250707444165
-0.5710866695840031,0.5204599428360939,-0.3353556915866536,-0.20427827482127575,0.3631028186139437
-0.407141524258263,0.4615349433047672,0.4786373389154689,-0.16734116786438674,0.529255881988204
-0.49390760645039133,0.02886678466975861,0.6382979303647792,0.5068896348501775,0.18634157958490766
-0.23553382997767322,-0.05230735554657065,0.8831865480305702,0.32297913446169463,0.02176685700889252
-0.31756372052185095,0.8604467475884768,0.20255844899914235,-0.22615271002072246,0.08665957347042634
-0.0745384699691833,0.7538131265628232,0.5539522478996644,0.16603176726452953,0.20271680945693554
0.20877280037503715,0.4623797188929492,0.7760284334181312,-0.12798372074304637,0.26429865187966645
0.3303937007377255,0.34126520188678966,0.8156363607611696,-0.025073025401524864,0.15685404453282403
0.678930055792864,0.3799377746878743,-0.4929750745598026,0.17880765025243728,0.06637450887635711
0.7244925360161131,0.05360620910913759,0.04753009643891365,0.5024137160385059,0.2641141416971874
0.623125237815056,0.19715946808178944,0.5536687279855965,-0.04028767762831069,0.3552117615934608
0.5166974899345865,-0.37839868439077706,0.4472997158757163,0.2114300687034369,-0.21185734459664324
0.001369068354986003,-0.8296619830297577,0.19785408868338544,-0.0688557971542984,0.1666732224201683
-0.3698688673008233,0.7853300096792559,0.1749424248815508,0.0410393746103014,-0.1326483675152304
-0.7539018445492525,0.5023744728650834,0.2032607387560873,0.16069264273791242,0.12027871049669106
-0.8513193289188542,0.4033243895274419,0.05492669234587818,0.008578215752885768,0.26313027485007606
0.9557021316751417,-0.11764059203454837,0.06101264223966498,0.04744638344738178,-0.0016651819462522922
0.7874922021074552,-0.4683055313011727,0.13689564246295824,-0.20921614924758317,0.18638140951669507
0.13628690652121603,-0.9169790021717229,-2.1829429976192381e-4,-0.2513863568081368,0.007154639091457355
-0.2213623197674702,0.9029616240990724,-0.20952696218200548,0.15151808490750832,-0.01074476872676087
-0.41328769263342663,0.8358236644054177,-0.2187734496606034,-0.07522798199726659,-0.022109092194952516
-0.567602493863459,0.7521148297635801,-0.23373245056025968,-0.0571189720908324,-0.028010810887706072
-0.6588779527746833,0.7020130013703177,-0.045604092532663953,-0.1014862584136191,0.02169725712137326
-0.7772263440960174,0.5571009606703183,0.028000359871044996,-0.14967291706585636,0.08420854799224627
-0.813264615245995,0.4885703097352353,0.048489455104295136,-0.051610214768536014,0.14042735630449155
-0.7949129335784783,0.518502253752053,-0.0437110378278082,-0.02138259921740177,0.2032414961416327
-0.7930379898496538,0.38645314346935444,-0.29140650519141964,-0.2983318541777097,0.15106745897976598
-0.7602759963646019,0.277917707079862,0.4854302227473311,0.2921468374789323,-0.0016052804962762173
-0.8179840397830928,0.44507455148642117,0.28429426107810407,0.11237853913655259,-0.13760813234406274
-0.8602590820913285,0.37419712828401525,-0.30820429313096315,0.014880993301493563,0.0062953869155915965
-0.8673689663266919,0.4206183278048541,-0.0015084129368454324,-0.20283816623362055,0.0038899877298900626
-0.861478148024594,0.07775588614675885,0.4688153158231136,-0.1321936082673235,-0.01609051186431427
-0.7987964836807503,0.3121843891229333,0.46311131862743654,-0.14984758721864475,0.03660031653319686
-0.7901274163189814,0.3043390856704479,0.45161126242902777,-0.18763221993833964,0.04766989477438652
-0.624889281200113,0.49485290673306753,0.49857440952729426,-0.15420545276610492,0.04490684096350386
-0.6521108009165345,0.4697492318337173,0.3455268329061096,0.3017529234924892,-0.27866672703756773
-0.6085817435419454,0.4526471978876295,0.4683867140376781,0.3580575587217727,-0.14470005051023033
0.3730433011142727,-0.7109164336663267,0.5368675787316514,0.12112332204499254,0.04631203811148745
0.30973770435906284,-0.8927483051881834,0.16855113236988203,0.12442725063295786,-0.006069994793505202
0.24183715803411837,-0.9015850647419664,0.25319106171956834,0.04284745738571163,0.09706342974420394
0.21183310814937684,-0.9419027239063106,-0.08740389180315086,-0.05849745985008486,0.12049845631596175
0.05208955684010953,0.9567781715795024,0.02408405967039134,-0.12437238454797243,-0.1661150767268517
-0.14881171658176073,0.9284973667201084,0.027629599645628316,-0.016581328811480375,-0.1960221782814002
-0.0332220274938381,0.922357138018668,0.04570469815278034,-0.011579518305176518,-0.19721102223557832
0.20015133551346556,0.900170874203447,0.012762267766831113,0.060230909324545646,-0.11356931666277052
